,Channel,TGS2602,TGS2620,TGS2610,MQ2,MQ4,MQ7,MQ8,MQ135
18,1.0,2.29255319030976,1.1992492864450015,1.383333305773858,1.037036996745105,1.0592105112784462,1.000729929268502,1.06734694197666,0.872413794384778
19,1.0,2.254497446804961,1.197428123358406,1.5726642932730928,1.073076932570049,1.0384615391755014,0.9992682906263752,1.056122452779917,0.8877192985338626
20,1.0,1.6815685641803215,1.1781764099898595,1.573630114835426,1.065384632560662,1.0402597177892328,0.9992555810474568,1.0194174941699836,1.0204081544865882
21,1.0,2.2119792803641074,1.1815987280047426,1.57915192225366,1.0673077075630086,1.045454534023924,1.0014492793994028,1.03999998199061,0.8350000034969417
22,1.0,2.186772610295157,1.191007691395391,1.62322091150429,1.0259258973177123,1.040789442616839,1.0113300797832805,1.0469387748333578,0.8617391624483235
23,1.0,1.7080645597456787,1.1899224304685423,1.153421023780739,1.0576923325512744,1.0466666313503712,1.001243784576945,1.0546391770358825,0.8657894784818883
24,1.0,1.8456521550648195,1.1682099405991049,1.3204818878663085,1.0725490284427903,1.0168831045928792,0.998992440470617,1.0583333569680689,0.899082591422034
25,1.0,1.7141129181462955,1.180674792744274,1.5568839875886171,1.0666666723154432,1.02499998075795,1.0005102055105388,1.0412371130339737,0.9598039140258006
26,1.0,1.7764957566733208,1.1760305837262977,1.5427561824880764,1.0568627420578236,1.0359999728589635,1.0015503919933404,1.0232322983553277,0.8482456010389525
27,1.0,1.8445454817078115,1.1842266224317497,1.199456551376984,1.0745098105982422,1.0302631346685764,1.0000000001061582,1.0418367188434714,0.8587719287685734
28,1.0,1.937799162360363,1.1705972210252773,1.3367284512230069,1.0461538735279834,1.0386666373531117,1.0012406982542386,1.045360821865515,0.8809090891448055
29,1.0,1.960500039740484,1.1628440565404512,1.483448316745729,1.052941177271789,1.009090902617736,1.0025062727313636,1.0625000128349102,0.8954128666746349
30,1.0,1.9979695809827973,1.1558104001251346,1.5187943535487998,1.0725490284427903,1.0328947117508998,1.0012047908544697,1.030612238074018,0.9446602137244942
31,1.0,1.9425000572393525,1.160305390990353,1.1103092609820575,1.050980395116337,1.030666643484556,0.9992592572006488,1.0181818025738951,1.0752809079030046
32,1.0,1.617003997286544,1.1576864232359898,1.2150837614317809,1.0326923301824735,1.030666643484556,1.001745640040845,1.0371134042024317,0.8745454433881854
33,1.0,1.7008547220337902,1.1596625250572197,1.382679690557845,1.0230769464721918,1.0378378815609044,0.9979949824758032,1.0204081668714535,0.8851851730879335
34,1.0,1.8289719959363384,1.13690658112635,1.451557060750273,1.0313725439453356,1.0092105190260707,0.9994999985936176,1.0278350655111017,0.8971697811630353
35,1.0,1.819811375676166,1.148397006120172,1.448442823508106,1.0294117617898837,1.0239999818630745,0.9984848641587384,1.0278350655111017,0.9182692123751424
36,1.0,1.852195126111217,1.1455098820110674,1.144715460893,1.0419999645442255,1.0199999849931485,0.9989821854518784,1.0163265286038978,1.0573033724948258
37,1.0,1.796585391740143,1.1394856312639223,1.2594595082210938,1.0254901876596116,1.031081129463076,1.0017948762819917,1.0302083757521332,0.888679212323459
38,1.0,1.752336486834991,1.12322486879748,1.3666666710812767,1.0313725441037127,1.0213333171115189,1.0007731980631929,1.0288660030183856,0.8886792191196852
39,1.0,1.555918366492523,1.1302115130443906,1.3894039390573647,1.0254901876596116,1.0092105190260707,0.9984848641587384,1.028865994778867,0.9028571386327564
40,1.0,1.6561403613516237,1.1273700481944784,1.4034246514920192,1.039999966624918,1.0173333203702966,1.000767265806252,1.0281250394933654,0.9184465979896992
41,1.0,1.6546666843793545,1.1308147777958926,1.1683195306147904,1.0192307809171188,1.0293333111087783,0.99925742367376,1.0141414011049117,1.0651685446068964
42,1.0,1.662443402102084,1.112794123111544,1.2606413915359562,1.0215686135293394,1.025333313981445,1.001262629848569,1.0214285764383428,0.891509410998286
43,1.0,1.6736111015434532,1.1302395132515897,1.3366241766228175,1.0156862572436154,1.029729779121776,0.9994910927259392,1.0122449148026678,0.900961507452458
44,1.0,1.673831812667577,1.1149999797350842,1.3498360483634313,1.0137254750881637,1.0159999881232225,0.9989769796743484,1.018556726819772,0.9067961059932208
45,1.0,1.494128348767611,1.126146808561297,1.132044182665161,1.0299999678203466,1.0119999912532964,1.001033594662227,1.0425531737095266,0.940404031801774
46,1.0,1.5361701752781187,1.1075110476840744,1.236070353386863,1.0176470393990673,1.0133333236290742,0.9992227893948458,1.020618585355302,1.0438202106858074
47,1.0,1.518987390153369,1.1024854170382683,1.2765059740324398,1.0176470393990673,1.0270270783087336,0.9966145745813566,1.028865986539348,0.8932691864569062
48,1.0,1.6345622593838574,1.1178081998283962,1.3252524948688074,1.033999963335873,1.0256757279674336,1.0015075412858798,1.0260417032345976,0.902912610992453
49,1.0,1.6535545374282965,1.1027523176519949,1.326530645797236,1.0259999723048203,1.0189189758696056,1.0018041288141166,1.0414893424856144,0.9189999664077494
50,1.0,1.6027777664600031,1.0933734824368968,1.1500000564714066,1.015250527875737,1.0119999912532964,0.9985074591636276,1.018556718580253,0.928999965663336
51,1.0,1.5660549971006303,1.0803597707016084,1.2410094786864383,1.0137254750881637,1.0243243777565767,0.9997461858277316,1.021875030717062,1.039325828857358
52,1.0,1.478059119918521,1.0953592750977614,1.2876221673322596,1.0176470393990673,1.0213333171115189,0.9928740899164898,1.0142857176255622,0.917647022457318
53,1.0,1.4831276199172276,1.09230764611216,1.293959787579109,1.0239999745470572,1.0106666590062223,0.9997481101176544,1.019791694458294,0.9219999553784256
54,1.0,1.515744615025247,1.0930617899132935,1.277076388978935,1.0239999745470572,1.0135135739826342,1.0033163352579222,1.0082474341421208,1.024444468392557
55,1.0,1.5417391036945678,1.0905775163721003,1.0913295086199597,1.017999981273768,1.0246575869682415,0.9989769796743486,1.0093750213510464,0.91099996700328
56,1.0,1.5149572902052433,1.0836090280951556,1.0965812188637618,1.0,1.014864924454377,1.0007731980631929,1.031914861470404,0.9252525208766644
57,1.0,1.5178260638436942,1.09029273596058,1.1753164933513611,1.0159999833544604,1.029166669638471,1.0020724899586937,1.0212765492312816,0.9412371045894314
58,1.0,1.4094861709417563,1.0908385542768977,1.2320818748592992,1.0159999833544604,1.0249999981230709,0.9981865241486574,1.003125012574743,0.9468749628465598
59,1.0,1.4359999763903533,1.081240551012296,1.2399340167521355,1.017999981273768,1.0600000048815477,1.0031413693667297,1.008333345035071,1.029545479023923
60,1.0,1.4693276920141438,1.072291004553866,1.2534722075646512,1.013999985435153,1.0013513659944535,0.998952876647655,1.01702124105718,0.9329896896625004
61,1.0,1.4792372715768385,1.0800307685043875,1.1473520405499351,1.0059999937579227,1.0499999712485115,1.0013157931792556,1.021505363445526,0.929896902566448
62,1.0,1.4294354871229398,1.0875189944659105,1.201628705090784,1.013999985435153,1.023611102255283,0.9981530298973104,1.0301075003730618,0.9427083040071554
63,1.0,1.4478260799405729,1.07647973849712,1.220274918129291,1.0133333194620502,1.0499999713864083,0.9979381384981524,0.9989583482437988,0.960638258838446
64,1.0,1.358754898733467,1.0628358571811345,1.1996835878319798,1.0,1.0121622158147574,1.0012953062241836,1.0125000175526069,1.028409119483842
65,1.0,1.3867219491887608,1.0788343160318328,1.1041542757076983,1.013999985435153,1.0150684976012154,0.9979166613160508,1.0223403804551938,0.929896902566448
66,1.0,1.4016260747056648,1.0670149663172803,1.1534743035930544,1.017999981273768,1.0121622235108914,1.0013157931792556,1.027659536574755,0.9427083040071554
67,1.0,1.4413502357202108,1.0661631706126902,1.1659306005591,1.0159999833544604,1.0319444694180284,0.9989445885127488,1.0052083406469197,0.9374999598214429
68,1.0,1.4225000373686143,1.055217388312826,1.1632352752816086,1.001960782155452,1.0273973111842714,0.9994764383238276,1.0134020804809465,0.9691488964623364
69,1.0,1.380081355057249,1.065743415363943,1.076482976531071,1.0,1.0,1.001058203471539,1.0144330097487115,0.9347079022402616
70,1.0,1.3284584695109007,1.05155554073165,1.1017492806725806,1.0078431286218077,1.007999994254667,0.998780484377292,1.0081632765351116,0.9357142428158326
71,1.0,1.3899159062784618,1.0506686561804126,1.1439252453123718,1.0,1.0121622235108914,1.0010000028127646,1.0030612287006668,0.939175256427802
72,1.0,1.366666705534605,1.0588757646170417,1.1754716830385,1.0058823464663558,1.011999991382,1.0021844720249753,1.004081638267556,0.9494845269431668
73,1.0,1.3990867348409963,1.0499245420152,1.1700326183540952,1.0,1.0013333323757778,1.0012135956286938,1.0051546463388257,0.9806451388512248
74,1.0,1.3641593432400216,1.0536842144537657,1.0856287637566608,1.0,1.0121622235108914,1.0012345387771089,0.997959180866222,0.944791614666442
75,1.0,1.3342105323705162,1.047067683101841,1.1265625424886987,1.001960782155452,1.0189189756087196,0.9987593017457614,1.0051546463388252,0.9391752415741936
76,1.0,1.299166718486195,1.05317223677071,1.1404530720441557,1.0,1.0121622235108914,0.9990024909668328,1.0041237170710602,0.9447916221706082
77,1.0,1.3156118332623166,1.039909640511962,1.1549019328660977,1.0176470393990673,1.007894730484909,1.001118571391249,1.0070707005524555,0.9618556753273771
78,2.0,2.051198214624217,1.305758603217565,2.019166650864963,1.0721311520538956,1.1273809321738688,0.9990936531012452,1.1327272809794116,0.8405405792684002
79,2.0,4.743157768862946,1.2406562030508583,1.8800751781425007,1.0901639439404638,1.0462365500204824,0.9999999997303716,1.1123894190259078,0.9081481562692004
80,2.0,1.7926692617706812,1.242105275391825,1.592138343104476,1.134482798440149,1.1114942576062172,1.001547991615945,1.1053097559957863,0.8521126737876713
81,2.0,2.795454540540353,1.245467867800946,1.5380239760008778,1.1396552153930697,1.119540222164365,0.9993798432198482,1.10442480607399,0.8860294458917874
82,2.0,4.114155281534145,1.24881298788867,1.7633561349803035,1.138461546646298,1.0700000139723964,0.9995433776080678,1.10999996565961,0.8901639347408358
83,2.0,5.113068006272474,1.252500026360578,1.87797840898202,1.091071429678956,1.076543233970972,0.9989106608924938,1.1306931128334554,0.9657894596293156
84,2.0,4.94519786192339,1.2452276472067356,1.8010600686357037,1.1222221713323988,1.1128205104184246,0.9988636630715518,1.0369369222671367,0.8600175142602056
85,2.0,4.811049850839019,1.2561505280043188,1.4125963770798056,1.1711538675088995,1.1269230714826797,1.0006651903323989,1.0933333167820154,0.8669291516237274
86,2.0,2.1217390929285207,1.2701754625055297,1.5793695958876417,1.1730769423559153,1.123076920411462,0.99731542944757,1.1134615340180694,0.8730158629150268
87,2.0,1.935123986307341,1.2560583485532086,1.802970329376659,1.0614035141492868,1.0343915087608435,1.0009732389533803,1.1198020162396485,0.8909835978653702
88,2.0,2.439005279866801,1.251631220195242,1.8449838416308064,1.0964912487069942,1.0726190343861508,0.9973273867940122,1.1557692231926726,0.9178861958563524
89,2.0,3.8666666970268393,1.257205901658368,1.308415927692098,1.1127272515289035,1.096250016753603,0.9856164533035664,1.069444459913145,1.148936143601341
90,2.0,4.548469350067463,1.266666724187932,1.4332487625752417,1.1576923145328546,1.1181818049847505,1.001243784576945,1.0703703797303905,0.8653226182183141
91,2.0,4.759892866927201,1.273615128556678,1.3860577077191052,1.16153846469288,1.1337662237276054,0.9988151629789628,1.1333333566225396,0.8750000433547191
92,2.0,4.761081108283671,1.294239329411543,1.5355190976866029,1.07543861298875,1.132467516064811,1.0011876511586202,1.1145631193557843,0.8830645651731748
93,2.0,1.8786426953045103,1.2990977511669466,1.837459327504832,1.0947368557015482,1.056976742648598,0.9867088257481742,1.1384615376043723,0.9105691256545508
94,2.0,2.0297825695390763,1.295481896300969,1.904844234260588,1.1557692396858392,1.093670890986632,1.0012406982542386,1.0622641228535756,1.1430107742790712
95,2.0,2.9849674139031834,1.2738671229003118,1.916083938143687,1.1519230805166043,1.1128205029932108,1.0009367709014083,1.076415070233165,0.863999976993307
96,2.0,4.348076996199272,1.283688980229246,1.48529411342426,1.0604288637913464,1.1276315575862528,1.0012224973318982,1.0836538392078467,0.873770487130972
97,2.0,4.839999917515922,1.3036529508406696,1.691793354423707,1.073214279373048,1.121052607640861,1.0024630606341915,1.126262605511863,0.8916666607884028
98,2.0,2.643999992649843,1.287595688576663,1.5516574371291112,1.1423076964956604,1.079746842970689,1.000497514049432,1.1357142778889449,0.9136752313760348
99,2.0,3.92813853915452,1.3033435105905986,1.853355768796649,1.1480769308225731,1.094871790733983,0.9987922676979548,1.0052631722300158,1.0795918091258625
100,2.0,4.899450530366946,1.3102803637013527,2.01011226095906,1.1346153967969357,1.1144736651890728,0.99440388484003,1.1265229811063628,0.8669421217447173
101,2.0,4.817297247383086,1.3106083497739252,1.9903346084812228,1.0571428501989186,1.1213333095180005,1.001496262892153,1.0872549155911793,0.8749999952723752
102,2.0,4.729189130608423,1.2895638535200091,1.978022024103748,1.1307692376277008,1.1146666401742968,0.9984848641587384,1.134020633015499,0.8906779631379695
103,2.0,4.80430131192966,1.3037440974292276,1.9222221768678245,1.1230769284537725,1.0666666686054724,1.0017902863567083,1.1385416876245718,0.9068965446500556
104,2.0,4.6892475342572135,1.311944845366029,1.9948905077298007,1.1392156643315443,1.0831168735943502,1.0007751959966702,1.132291703685554,0.966666655845844
105,2.0,1.685008771952877,1.320216101873061,1.3050550548252136,1.1588235153441686,1.1236841845961745,0.9990314742941708,1.0619047405435456,0.8552845627784678
106,2.0,2.481793345502081,1.3164086719548451,1.458005293524025,1.1509803767446158,1.1253333063879265,1.001492541492334,1.0628571153062485,0.882203375403366
107,2.0,2.8943395561838345,1.2952161102548654,1.650445046152051,1.078181789274708,1.132432479673933,0.9994987456740252,1.117346938170787,0.8974359126080298
108,2.0,4.197695950051289,1.297993889588357,1.956537075324602,1.13653846247941,1.054321013099344,0.9983091747771368,1.1319587743426436,0.898305084447407
109,2.0,4.5512691535152365,1.2795665493934376,1.935461001451568,1.1509803767446156,1.08589743113927,1.0012406982542386,1.1134020721041022,0.9441441583609496
110,2.0,4.71157881178414,1.3133027688665944,1.3372997449023714,1.078181798233082,1.1184210306855475,0.9972636749146636,1.0547169504151324,1.1573033885486832
111,2.0,1.6090535463539986,1.3204334280584953,1.488359787655784,1.0499999919227778,1.1159999649565564,0.9994974860171888,1.0476190297918555,0.8754237268276823
112,2.0,1.6860424708228734,1.305417951289837,1.7696875264549885,1.1056603997009686,1.1256757198799707,0.9992481185110378,1.118181794635383,0.8880342066033414
113,2.0,2.056550311145392,1.2981509585925424,1.9477507946863848,1.1470588029310975,1.0607595006572024,0.9984848641587384,1.124489796983568,0.900862059179763
114,2.0,3.331021994806813,1.2995371031337035,1.9336769958850653,1.1431372383034395,1.0870129745192416,1.001275513776347,1.145360830242359,0.9247787852689816
115,2.0,4.160091620013953,1.3105022638578592,1.3586448343570168,1.1490195945891637,1.1226666340428524,0.998209714092902,1.0679611827071624,1.1505618077116273
116,2.0,4.348557698772099,1.3053571570358793,1.541860472689272,1.0836363377705616,1.131999968009408,1.0002577326877309,1.07619045154896,0.8504065200120271
117,2.0,4.491000155732968,1.3397534215139115,1.8362179640618643,1.128846162625354,1.1351351804869756,1.0017811746763985,1.1119999603633577,0.8813559268864475
118,2.0,1.5985074451273036,1.3007529974687668,1.8716612997015551,1.1568627235277251,1.0687500148109812,0.9984654693991202,1.145360830242359,0.8799999948571446
119,2.0,1.7078431079468068,1.290193206725185,1.2816212595114245,1.1764705650377352,1.0962025345919792,1.0012437845769453,1.157142854327288,0.9278261043732244
120,2.0,2.262980779853799,1.327149255876619,1.4288461869097884,1.060714275154142,1.1253333063879265,1.000000006659007,1.0272727161869433,1.1629213617870535
121,2.0,3.4059701851390285,1.3197549658785237,1.6548022016609916,1.1250000034561194,1.1283784205625704,0.9989821854518784,1.0844660290491073,0.8608333323002599
122,2.0,4.440686153371925,1.326160970613952,1.8625827191107425,1.1450980206172685,1.1506849578966645,0.9969309384610324,1.091999981223346,0.8837607054505707
123,2.0,4.388405664099804,1.3108397258015436,1.9129138347724868,1.1509803769029925,1.0562500165605473,1.0015543674690204,1.1391752628752871,0.8948718069495071
124,2.0,4.389215512127121,1.298942641709738,1.364096877150607,1.1679999667347682,1.0948051838906692,0.9989637281500092,1.15416669277588,0.9219298068867704
125,2.0,1.5354992116876702,1.3149924580027554,1.519696957597574,1.109433989900387,1.1133333079272227,1.0010471231222433,1.065714262049006,1.163636420767261
126,2.0,2.020940215982436,1.3480799260377232,1.8113207633692,1.1450980206172685,1.1243243695386709,0.998992440470617,1.068571408791764,0.8595041028261035
127,2.0,2.7790419786617284,1.321583924424854,1.8986531599489984,1.161999963445723,1.122973011370794,0.998457579196208,1.1060605900938805,0.8829060076008256
128,2.0,3.9218883745625934,1.303053475126949,1.891610773012156,1.1490195850865492,1.0562500165605473,1.0012531364758306,1.1489583605930638,0.894017109202383
129,2.0,4.345238018181435,1.2984755508584165,1.390140847282241,1.0571428501989186,1.0948051837653083,0.9994923780136312,1.1406250319311753,0.9228070092899696
130,2.0,4.246478772426679,1.3027438590271303,1.5948087139957658,1.120754742210592,1.1157894536032245,0.9968674615982154,1.1567010439482566,1.1577778099082117
131,2.0,1.41313130033924,1.3208840998024935,1.868403968532493,1.1679999572036457,1.1324324721082415,0.9992443303529626,1.038888906135719,0.8524590188489849
132,2.0,2.0146496337717936,1.3084226314301566,1.9243333079826648,1.1639999613650305,1.1315068816407354,0.9992366390889088,1.0705882568036649,0.9184210478283582
133,2.0,3.0405230019034764,1.3104851436687468,1.93074204996245,1.1499999663987557,1.062337653284011,1.000769232370308,1.0858585666028344,1.1415730602434926
134,2.0,3.874261689980571,1.316431943678089,1.9313793690985368,1.149090873821351,1.0672963239176425,1.0007731980631929,1.124742277845132,1.1549587370483645
135,2.0,4.089237828895218,1.34303404112343,1.3605139922628358,1.123529396476676,1.097297338058956,1.001439229137982,1.1559139618597165,0.880172411463332
136,2.0,3.911207073784946,1.3308165925275524,1.5032995346617446,1.1639999613650307,1.1328767434842906,0.9984455922250136,1.1372340175899651,0.8922413762970786
137,2.0,1.500616341436292,1.3511040557205225,1.853246776200952,1.1379999598206656,1.1194444705575923,0.9973958266450637,1.0621359320420865,0.9318181702778904
138,2.0,2.028297802926338,1.3191950510531851,1.9555555062730847,1.0943396470859634,1.0455696309607727,1.0010498717153202,1.1395833557539556,1.1534091604838812
139,2.0,2.538108110811541,1.3265175238335591,1.2927927851051777,1.113725475563294,1.0552631385423883,1.0005263172717025,1.1202127347289168,0.8730435004884098
140,2.0,3.4984963999038974,1.3242105418888117,1.3988207828230284,1.1599999559952932,1.1093332957415565,1.000264550780683,1.142553165348753,0.8769231048991628
141,2.0,3.8991453794928175,1.3199081133859272,1.8260083774371645,1.1579999580759857,1.1053332988716302,0.9981865240347988,1.1499999837744306,0.8913043663967006
142,2.0,3.9786027827839936,1.3310185834510453,1.8844660266801343,1.0606060366339924,1.1081081491377038,1.0010362449793468,1.058252446902253,0.9306306549567746
143,2.0,1.471536107062074,1.3188382394742617,1.898653160085347,1.1019230850988753,1.05974025262563,0.9955729051249304,1.105154654441019,0.8660968868228163
144,2.0,2.0086498332303377,1.3003044076615338,1.344469038417424,1.1352940997038865,1.0921052385245944,0.99895012828468,1.1329896955082153,0.8491666663690015
145,2.0,2.3107317102900256,1.312130197561386,1.510804067799946,1.1699999549614089,1.11866663730163,1.001275513776347,1.1583333654321717,0.8508196688818295
146,2.0,3.4087911891081246,1.297507294315234,1.709014121435199,1.1549019410555197,1.1418919324543608,0.9992146574857412,1.0991285583548214,0.8614754088785332
147,2.0,3.971739072304859,1.296240631950567,1.7929447828637006,1.1339622945735195,1.145945984000032,1.1415344200139914,1.1009708830212728,0.949999989762173
148,2.0,3.9947368823094935,1.2974281455815413,1.2698718130866975,1.1326923123193855,1.0658227878678963,1.001477836380515,1.1159999657555182,0.8439024549856617
149,2.0,1.4037089960455922,1.3074923745454572,1.4377778217929502,1.1639999613650307,1.0792207650224532,0.9977556046753738,1.1257732152150903,0.8524590071375646
150,2.0,1.670395885708812,1.312500032913849,1.6495912261653911,1.1666666441243534,1.1289473385068007,0.9987893428677136,1.1377550968867989,0.8642276606090288
151,2.0,2.414066421162878,1.314241946256262,1.8898360561969976,1.078181789274708,1.1199999695487042,0.99878640447798,1.1298969239093066,0.8965517238452596
152,2.0,3.120134176074604,1.331308394447419,1.8829999864866327,1.1153846192798442,1.1121622002920462,1.0012345387771089,1.0650485574392874,0.9707547157501172
153,2.0,4.047807091674988,1.3214067517622086,1.357996404336712,1.141176446645373,1.0857142742527313,0.9985111620949138,1.1313131095009097,0.845901636301455
154,2.0,4.006194826467004,1.3048706386041529,1.786793072311247,1.14313723830344,1.1066666339384854,0.9995465868031058,1.1360824831741851,1.1389172788365762
155,2.0,2.9633783012252244,1.2059505983741414,1.4797734480221485,1.0909090663570056,1.1053557138074113,1.0006741591161676,1.1189999618073057,1.0848938789818194
156,3.0,5.37042250173495,1.185126610466114,1.911764770969504,1.1035087936629977,1.088095226830928,1.0,1.108256884202828,0.7830188796875567
157,3.0,3.3560976470730983,1.137110524265364,1.7485294784654617,1.0508196827589575,1.0883720952863598,0.9992331266356638,1.083185852230052,0.908088269255017
158,3.0,2.2235923931403274,1.153846114617047,1.535737712592708,1.0948276241295054,1.065517252922089,0.9986111074995248,1.074107114212216,0.8054054247770093
159,3.0,2.60812502005714,1.143977633147164,1.4089854654184908,1.079999988718813,1.0715909298860145,1.00186916367114,1.0842105321519884,0.8365517044310089
160,3.0,3.470815412255136,1.16652049981207,1.5727272366692466,1.1115384692751504,1.072727278231749,0.988535001453924,1.086999974616351,0.8844262213211731
161,3.0,3.551754372523348,1.1563767958919542,1.673684282760221,1.0416666528440393,1.058227871225554,0.9995642344828668,1.0666666983573998,0.9373913184072016
162,3.0,3.570403715841499,1.1477568923241617,1.652430518305249,1.065454521297643,1.0550000247593758,0.9976744121264356,1.088235309120556,1.0436893295996097
163,3.0,3.457522235612919,1.1470418106391749,1.6329897071023585,1.0924528564820666,1.0602564168613602,0.9986636933480646,1.0625000024335631,0.8420634865842593
164,3.0,3.426106294937129,1.1775687615712704,1.440236710814624,1.103846150936681,1.072727263439181,1.000915334393624,1.073529437522389,0.8688524545505978
165,3.0,2.1301789518760184,1.159682137710621,1.5383870756254845,1.092307691758059,1.0710526151344646,1.003694591113662,1.0888888737593698,0.8999999933756324
166,3.0,2.604731941860297,1.155840464984743,1.6437908080064954,1.0410714210247891,1.041250020107943,0.9997701385380798,1.0737864258713437,0.9342105141455974
167,3.0,2.869964770221653,1.1626086625268646,1.5840678135854975,1.0648147629638132,1.0500000067445694,0.9969267057868528,1.080198063156138,0.9952381186306756
168,3.0,3.1924000054729325,1.1583212943187846,1.3354054186473638,1.0884615325888245,1.0519480431288415,1.001496262892153,1.038461538372866,1.1333333894089157
169,3.0,3.3863248716801686,1.1593567491903254,1.6415540400990425,1.0999999917674463,1.067532461871697,1.0012019264850776,1.0811881634339795,0.8880342187126292
170,3.0,3.259574314989802,1.1745269432853018,1.4545189644943697,1.0980769259296406,1.078947353494008,0.9997572808742614,1.0745098310517656,0.9078947326320116
171,3.0,3.2791488550835206,1.180147075786672,1.562460580098266,1.0374999875596354,1.0329218504965172,0.9988479234651996,1.069902933101289,0.9175438517444572
172,3.0,2.112373652745742,1.171703668473306,1.6098975593332896,1.1230769284537725,1.0820512801918052,1.160049619053036,1.1121211961993367,0.999056593872039
173,3.0,2.688410641266169,1.163839272921851,1.6475694136397194,1.0865384575864774,1.0571428518418884,1.0011792361276997,1.0160377055541605,1.1021505531671398
174,3.0,3.160392034324707,1.177327358704129,1.3587570327352974,1.0807692325794367,1.0526315388522431,0.9980392105791156,1.0495049893611426,0.8938596395246803
175,3.0,3.407692341534511,1.186513882172998,1.4806853566001177,1.0272726991559833,1.0447368079863035,1.000000012881734,1.06499996853685,0.902654889051807
176,3.0,2.4560472126220203,1.185067816337931,1.4298245941194492,1.0750000075723962,1.040789442616839,0.9987562159696898,1.0606060545961136,0.9293578164848796
177,3.0,2.9538461722722364,1.1654599765027338,1.5887416516837356,1.0884615417533654,1.0333333231030388,1.0036951294645866,1.0846938725357014,0.9650943251966896
178,3.0,3.375105556209604,1.1909647662528289,1.6717390806127466,1.09411763373653,1.043421019699163,1.0019704550023452,1.0203883701501864,1.1000000157010257
179,3.0,3.378017398921048,1.199999977032014,1.7233576694484394,1.0921568514227016,1.0355262888332228,0.9982587023575658,1.0632653117286217,0.897297325950168
180,3.0,3.3756410061573066,1.196789009894852,1.6989324308801677,1.0711538575677024,1.04133330184726,1.0025380446769585,1.071134045320124,0.913761489971018
181,3.0,3.357203375523684,1.1833588169670055,1.5915824784402242,1.0711538575677024,1.0413333021046671,0.9989795889789224,1.0659793989812985,0.9194444401025276
182,3.0,3.3739316361513323,1.181859714721859,1.7144876109840823,1.0843137221673866,1.0413333019759636,0.9989664325932436,1.0649484697135336,0.944761933260994
183,3.0,3.2108333780036964,1.2072617244388133,1.655281654723802,1.0960784160503592,1.0394736540756777,0.9985436853522414,1.0670103282490635,1.0416666560566092
